"ST_CASE","YEAR","MONTH","DAY_WEEK","HOUR","ST_CO_FIPS","CITY","LATITUDE","LONGITUD","VE_TOTAL","PERSONS","PERMVIT","PERNOTMVIT","FATALS","FUNC_SYS","TYP_INT","REL_ROAD","MAN_COLL","LGT_COND","WEATHER"
"360533",2015,"Aug","Thu",9,"36089","2500",44.45668889,-75.70653056,1,1,"1","1",1,"Minor arterial","Not intersection","On road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360534",2015,"Aug","Wed",0,"36115","2820",43.35652222,-73.53674444,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360535",2015,"Aug","Fri",19,"36019","1817",44.77961389,-73.985575,1,2,"2","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360536",2015,"Aug","Sun",1,"36045","2605",43.81547222,-76.11568056,1,1,"1","0",1,"Minor arterial","3-way intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360537",2015,"Aug","Sat",21,"36111","4875",41.63793333,-74.09474444,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360538",2015,"Aug","Sat",13,"36045","2605",43.79265278,-76.20009722,2,5,"5","0",1,"Minor arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360539",2015,"Aug","Sun",0,"36071","2695",41.32303611,-74.07409167,2,2,"2","0",2,"Main arterial","Not intersection","On road","Front collision","Dark","Foggy or cloudy"
"360540",2015,"Aug","Sun",1,"36085","4170",40.60208611,-74.16320556,3,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360541",2015,"Aug","Mon",9,"36057","0170",42.96349722,-74.24999722,1,2,"2","0",1,"Local road","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360542",2015,"Aug","Tue",14,"36063","3220",43.19047778,-78.93013889,2,3,"3","0",1,"Main arterial","4-way intersection","On road","Front collision","Daylight","Clear"
"360543",2015,"Aug","Wed",15,"36103","2920",40.76874722,-73.05543889,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360544",2015,"Aug","Sun",20,"36059","2600",40.70862222,-73.57891111,2,2,"2","0",1,"Main arterial","Not intersection","On road","Front collision","Dark","Clear"
"360545",2015,"Aug","Sun",5,"36069","5949",42.85961944,-77.03405,1,5,"5","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dawn or dusk","Foggy or cloudy"
"360546",2015,"Aug","Wed",1,"36081","4170",40.74888333,-73.89178611,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360547",2015,"Aug","Thu",16,"36035","9997",43.216725,-74.13613056,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360548",2015,"Jul","Sun",22,"36103","0620",40.77663333,-73.215125,1,2,"2","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360549",2015,"Aug","Thu",16,"36045","1840",43.71073889,-76.07546944,1,1,"1","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360550",2015,"Jul","Tue",5,"36103","6624",40.70623056,-73.30656111,2,2,"2","0",1,"Collector","4-way intersection","On road","Front collision","Dawn or dusk","Clear"
"360551",2015,"Aug","Mon",20,"36007","0540",42.09128611,-75.911225,2,3,"3","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360552",2015,"Jul","Tue",16,"36103","5675",40.80064167,-72.88008889,2,10,"10","0",1,"Minor arterial","Not intersection","On road","Angled collision","Daylight","Clear"
"360553",2015,"Jul","Sun",2,"36103","0705",40.77399167,-73.00768333,1,1,"1","1",1,"Main arterial","3-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360554",2015,"Jul","Mon",17,"36103","0705",40.892725,-73.04336389,2,3,"3","0",1,"Local road","3-way intersection","On road","Front collision","Daylight","Clear"
"360555",2015,"Jul","Sat",17,"36013","2950",42.04823333,-79.23453056,2,3,"3","0",1,"Minor arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360556",2015,"Jul","Sun",4,"36103","0705",40.79348889,-72.90763889,1,1,"1","0",1,"Minor arterial","3-way intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360557",2015,"Jul","Tue",20,"36103","0705",40.82935833,-73.11594444,1,2,"2","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dawn or dusk","Foggy or cloudy"
"360558",2015,"Jul","Wed",23,"36047","4170",40.67368056,-74.01179167,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360559",2015,"Aug","Mon",11,"36067","6010",43.04553056,-76.11969444,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360560",2015,"Aug","Fri",13,"36121","5994",42.70472778,-78.38796111,2,5,"5","0",1,"Main arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360561",2015,"Aug","Wed",16,"36111","6491",41.72645278,-74.418975,2,3,"3","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360562",2015,"Aug","Wed",22,"36065","6275",99.9999,999.9999,3,6,"3","3",2,"Interstate","Not intersection","Beside road","Non-vehicle collision","Dark","Precipitation"
"360563",2015,"Jul","Fri",5,"36087","4063",41.14771944,-73.99378611,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dawn or dusk","Foggy or cloudy"
"360564",2015,"Jun","Sun",17,"36025","5326",42.3604,-74.47516111,2,4,"4","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360565",2015,"Aug","Fri",0,"36091","1209",42.90573333,-73.77869444,2,2,"2","0",1,"Main arterial","Not intersection","On road","Angled collision","Dark","Clear"
"360566",2015,"Aug","Sat",11,"36027","3084",41.64425833,-73.78800278,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360567",2015,"Aug","Sat",20,"36059","2600",40.62039444,-73.50147222,2,7,"7","0",1,"Main arterial","Not intersection","On road","Angled collision","Dark","Clear"
"360568",2015,"Aug","Sun",15,"36087","4063",41.10237778,-73.95200556,1,1,"1","1",1,"Main arterial","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360569",2015,"Aug","Mon",16,"36053","3201",43.07434722,-75.718825,3,3,"3","0",1,"Minor arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360570",2015,"Aug","Wed",16,"36075","4800",99.9999,999.9999,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360571",2015,"Aug","Thu",23,"36047","4170",40.62878056,-74.021475,1,2,"2","0",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Precipitation"
"360572",2015,"Aug","Thu",16,"36071","2030",41.32818611,-74.35596667,3,4,"4","0",1,"Minor arterial","Not intersection","On road","Angled collision","Daylight","Foggy or cloudy"
"360573",2015,"Jul","Mon",17,"36083","4000",42.49548333,-73.54343056,2,4,"4","0",1,"Main arterial","3-way intersection","On road","Front collision","Daylight","Clear"
"360574",2015,"Aug","Thu",9,"36061","4170",40.76645556,-73.98228889,1,1,"1","1",1,"Minor arterial","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360575",2015,"Aug","Thu",19,"36081","4170",40.60640833,-73.7517,1,3,"3","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Dawn or dusk","Clear"
"360576",2015,"May","Mon",22,"36029","0750",42.94813611,-78.829325,1,1,"1","1",1,"Collector","3-way intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360577",2015,"Aug","Fri",21,"36077","3180",42.55987222,-75.05955833,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360578",2015,"Aug","Fri",1,"36067","3310",43.10385556,-76.21065833,1,2,"2","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360579",2015,"Aug","Fri",22,"36059","4600",40.86184167,-73.53486667,1,1,"1","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360580",2015,"Aug","Mon",9,"36055","5230",43.17918889,-77.66966667,3,3,"3","0",1,"Minor arterial","3-way intersection","On road","Angled collision","Daylight","Clear"
"360581",2015,"Aug","Sun",0,"36037","0530",43.11193333,-77.96553889,1,3,"3","0",2,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360582",2015,"Aug","Sat",17,"36005","4170",40.80680556,-73.92458889,2,2,"2","0",1,"Interstate","Not intersection","On road","Front collision","Daylight","Clear"
"360583",2015,"Aug","Sun",13,"36039","0970",42.163275,-73.91834444,2,4,"4","0",1,"Main arterial","Not intersection","On road","Angled collision","Daylight","Clear"
"360584",2015,"Jul","Sat",17,"36023","3530",99.9999,999.9999,2,2,"2","0",1,"Collector","Not intersection","On road","Front collision","Daylight","Clear"
"360585",2015,"Aug","Fri",9,"36087","5077",41.11724722,-74.11663056,4,8,"8","0",2,"Interstate","Not intersection","On road","Front collision","Daylight","Clear"
"360586",2015,"Aug","Sat",6,"36015","2800",42.18149722,-76.83167778,2,3,"3","0",2,"Local road","3-way intersection","On road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360587",2015,"Jul","Sat",4,"36029","1899",42.68335833,-78.94543611,1,4,"4","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360588",2015,"Aug","Sat",0,"36103","2007",40.90972222,-72.63371667,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360589",2015,"Aug","Thu",14,"36069","2260",42.85416389,-77.01069444,2,3,"3","0",1,"Collector","3-way intersection","On road","Angled collision","Daylight","Foggy or cloudy"
"360590",2015,"Aug","Sat",14,"36027","4690",41.5663,-73.59391111,3,4,"4","0",1,"Main arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360591",2015,"Aug","Tue",20,"36067","6140",42.80492222,-76.14980833,1,1,"1","0",1,"Collector","Not intersection","On road","Non-vehicle collision","Dawn or dusk","Clear"
"360592",2015,"Aug","Tue",18,"36101","0813",42.18584167,-77.239625,1,1,"1","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360593",2015,"Aug","Tue",14,"36089","1464",44.45626667,-75.35467222,2,2,"2","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360594",2015,"May","Fri",8,"36071","3730",41.48455833,-74.29399167,2,2,"2","0",1,"Minor arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360595",2015,"Aug","Tue",11,"36053","0703",42.84740833,-75.406,2,2,"2","0",1,"Main arterial","Not intersection","On road","Angled collision","Daylight","Clear"
"360596",2015,"Aug","Wed",17,"36047","4170",40.64061944,-73.95720278,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360597",2015,"Aug","Thu",17,"36067","1166",43.19592222,-76.07087222,2,2,"2","0",1,"Local road","3-way intersection","On road","Angled collision","Daylight","Clear"
"360598",2015,"Aug","Thu",6,"36117","1230",43.04797778,-76.90031389,1,1,"1","1",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dawn or dusk","Clear"
"360599",2015,"Aug","Thu",3,"36027","5951",41.88710556,-73.76884444,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360600",2015,"Aug","Sun",12,"36075","2200",43.40110278,-76.2548,2,3,"3","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360601",2015,"Aug","Sat",21,"36049","9997",43.51839167,-75.755225,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360602",2015,"Aug","Thu",3,"36007","0540",42.01674722,-75.91662222,1,2,"2","0",1,"Collector","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360603",2015,"Aug","Fri",15,"36069","2260",42.85673056,-77.01070278,1,1,"1","1",1,"Main arterial","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360604",2015,"Aug","Thu",18,"36101","6102",42.00885833,-77.60669722,2,3,"3","0",1,"Local road","Not intersection","On road","Angled collision","Daylight","Clear"
"360605",2015,"Aug","Sat",21,"36081","4170",40.73830833,-73.80003333,1,4,"4","1",1,"Interstate","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360606",2015,"Aug","Sat",19,"36027","4885",41.73878611,-73.82611944,1,2,"2","0",2,"Local road","3-way intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360607",2015,"Aug","Sun",0,"36101","4620",42.15552778,-77.09754444,1,1,"1","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360608",2015,"Aug","Sun",20,"36103","6547",40.73128333,-73.36529167,1,4,"4","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360609",2015,"Jul","Thu",6,"36029","0750",99.9999,999.9999,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360610",2015,"Mar","Thu",20,"36027","0147",41.76567778,-73.51764722,1,2,"2","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360611",2015,"Sep","Tue",15,"36071","6163",99.9999,999.9999,3,3,"3","0",1,"Interstate","Not intersection","On road","Front collision","Daylight","Clear"
"360612",2015,"Sep","Tue",6,"36111","1885",41.78149167,-73.95990278,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360613",2015,"Jun","Mon",22,"36065","4080",43.08274722,-75.36056667,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360614",2015,"Sep","Wed",14,"36055","5230",43.17632778,-77.59888889,2,2,"2","0",1,"Local road","4-way intersection","On road","Angled collision","Daylight","Clear"
"360615",2015,"Sep","Wed",19,"36029","0750",42.94235,-78.81942222,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360616",2015,"Sep","Sun",1,"36007","1119",42.17434722,-75.90396389,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360617",2015,"Aug","Sun",14,"36123","4740",42.56265,-77.09001944,1,11,"11","0",1,"Collector","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360618",2015,"Jul","Sun",1,"36103","2920",40.73698333,-73.28608611,2,7,"7","0",3,"Main arterial","Not intersection","On road","Front collision","Dark","Clear"
"360619",2015,"Sep","Thu",13,"36037","0407",43.04555833,-78.39236667,3,3,"3","0",1,"Minor arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360620",2015,"Sep","Sun",0,"36047","4170",40.644125,-73.99694167,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360621",2015,"Sep","Sun",21,"36117","6760",43.21340556,-76.78980833,1,1,"1","1",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360622",2015,"Sep","Sat",2,"36055","3681",43.010925,-77.49425833,1,1,"1","0",1,"Collector","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360623",2015,"Aug","Thu",16,"36029","0750",42.90751111,-78.85968889,2,4,"4","0",1,"Local road","4-way intersection","On road","Angled collision","Daylight","Clear"
"360624",2015,"Jun","Sat",21,"36103","1963",40.83014444,-73.02180278,1,1,"1","1",1,"Collector","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360625",2015,"Jun","Wed",7,"36103","0620",40.80509722,-73.24861667,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360626",2015,"Jun","Sun",18,"36103","2920",40.71981389,-73.25049167,2,3,"3","0",1,"Minor arterial","3-way intersection","On road","Front collision","Daylight","Foggy or cloudy"
"360627",2015,"Sep","Mon",1,"36119","6820",40.93247778,-73.86112222,1,2,"2","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360628",2015,"May","Sun",23,"36005","4170",40.83781944,-73.91141389,1,1,"1","2",1,"Minor arterial","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360629",2015,"Sep","Mon",9,"36029","1286",42.54409444,-79.01987222,2,3,"3","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360630",2015,"Sep","Mon",22,"36081","4170",40.66576389,-73.83266111,3,6,"6","0",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360632",2015,"Aug","Sat",2,"36067","2222",43.06891944,-76.167675,1,1,"1","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360633",2015,"Sep","Wed",11,"36029","1500",42.91866111,-78.703275,2,3,"3","0",1,"Local road","Not intersection","On road","Front collision","Daylight","Precipitation"
"360634",2015,"Feb","Wed",11,"36061","4170",40.71686944,-73.99795556,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360635",2015,"Jul","Sat",13,"36027","0147",41.83739444,-73.57710556,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360636",2015,"Jun","Wed",12,"36119","5350",40.97645278,-73.69861111,1,5,"5","0",2,"Interstate","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360637",2015,"May","Wed",11,"36085","4170",40.63221944,-74.13448333,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360638",2015,"Aug","Sun",3,"36079","5066",41.39816389,-73.79245,2,4,"4","0",1,"Main arterial","Not intersection","On road","Front collision","Dark","Clear"
"360639",2015,"Jul","Wed",17,"36081","4170",40.71003611,-73.834025,2,2,"2","0",1,"Local road","4-way intersection","On road","Angled collision","Daylight","Clear"
"360640",2015,"Aug","Mon",4,"36085","4170",40.565225,-74.11167222,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark",NA
"360641",2015,"Apr","Sat",13,"36085","4170",40.62467778,-74.14168889,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360642",2015,"Aug","Wed",13,"36047","4170",40.62488889,-73.96420556,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360643",2015,"Aug","Tue",15,"36047","4170",40.58958333,-73.93977778,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360644",2015,"Sep","Wed",8,"36071","6163",41.19942778,-74.18361111,1,1,"1","0",1,"Main arterial","Not intersection","Other location","Non-vehicle collision","Daylight","Clear"
"360645",2015,"Sep","Mon",16,"36105","6800",41.59053889,-74.52417778,1,6,"6","0",3,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360646",2015,"Sep","Fri",23,"36017","4289",42.61666111,-75.52533611,1,1,"1","1",1,"Minor arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360647",2015,"Sep","Sat",1,"36005","4170",40.83485556,-73.83995,1,2,"2","0",1,"Collector","3-way intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360648",2015,"Sep","Fri",23,"36005","4170",40.85691389,-73.795175,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360649",2015,"Sep","Sat",1,"36047","4170",40.65154167,-73.970425,4,2,"2","0",1,"Main arterial","Not intersection","On road","Rear or side collision","Dark","Clear"
"360650",2015,"Sep","Sun",14,"36003","5584",99.9999,999.9999,1,1,"1","0",1,"Main arterial","3-way intersection","On road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360651",2015,"Sep","Sat",7,"36039","0775",42.32139444,-74.050075,1,1,"1","0",1,"Collector","Not intersection","Beside road","Non-vehicle collision","Dawn or dusk","Clear"
"360652",2015,"Sep","Sun",20,"36059","3565",40.68431944,-73.42824722,1,2,"2","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360653",2015,"Sep","Sun",3,"36027","5150",41.96428333,-73.88551944,2,2,"2","0",1,"Main arterial","Not intersection","On road","Front collision","Dark","Precipitation"
"360654",2015,"Sep","Sat",0,"36059","2600",40.71900278,-73.62071389,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360655",2015,"Sep","Mon",17,"36085","4170",40.55126944,-74.13444722,1,5,"5","2",1,"Collector","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360656",2015,"Sep","Sun",12,"36101","2445",42.14346944,-77.64450833,2,2,"2","0",1,"Main arterial","4-way intersection","On road","Angled collision","Daylight","Foggy or cloudy"
"360657",2015,"Sep","Mon",7,"36119","5530",40.97687222,-73.75835278,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360658",2015,"Sep","Mon",21,"36089","4420",44.68999444,-75.4751,2,4,"4","0",1,"Main arterial","4-way intersection","On road","Angled collision","Dark","Foggy or cloudy"
"360659",2015,"Aug","Sat",21,"36067","6010",43.06681667,-76.164725,2,2,"2","0",1,"Interstate","Not intersection","On road","Front collision","Dark","Clear"
"360660",2015,"Sep","Mon",9,"36005","4170",40.82558056,-73.82094167,1,1,"1","1",1,"Main arterial","3-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360661",2015,"Sep","Sun",14,"36021","5995",42.38532778,-73.71859722,2,5,"5","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Foggy or cloudy"
"360662",2015,"Sep","Tue",10,"36109","6120",42.44961944,-76.67068611,2,2,"2","0",1,"Collector","4-way intersection","On road","Angled collision","Daylight","Clear"
"360663",2015,"Sep","Wed",19,"36069","4770",42.99656111,-77.05609722,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dawn or dusk","Foggy or cloudy"
"360664",2015,"May","Fri",19,"36023","5047",99.9999,999.9999,1,3,"3","0",2,"Interstate","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360665",2015,"Sep","Wed",18,"36055","5230",43.17076667,-77.59893889,1,1,"1","0",1,"Local road","3-way intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360666",2015,"Sep","Fri",16,"36045","6450",44.03457778,-75.9162,2,3,"3","0",1,"Minor arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360667",2015,"Sep","Wed",14,"36099","5630",42.95993333,-76.7471,2,5,"5","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360668",2015,"Sep","Mon",15,"36109","3146",42.48219444,-76.46726944,2,2,"2","0",1,"Main arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360669",2015,"Sep","Fri",15,"36071","4130",41.453775,-74.05733889,2,2,"2","0",1,"Main arterial","Not intersection","On road","Angled collision","Daylight","Clear"
"360670",2015,"Sep","Thu",15,"36007","6277",42.08303333,-76.06580278,3,4,"4","0",2,"Minor arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360671",2015,"Sep","Sat",22,"36029","0750",42.87471389,-78.81801944,2,2,"2","0",1,"Minor arterial","Not intersection","On road","Angled collision","Dark","Clear"
"360672",2015,"Sep","Sun",1,"36059","6763",40.81271389,-73.48608333,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360673",2015,"Sep","Fri",2,"36005","4170",40.87984444,-73.90659444,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360674",2015,"Sep","Wed",19,"36099","1976",42.82699167,-76.90050278,2,3,"3","0",2,"Main arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360675",2015,"Jul","Thu",13,"36103","1455",40.77369167,-73.31046111,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360676",2015,"Aug","Tue",21,"36103","5675",40.801275,-72.86741111,4,8,"8","0",1,"Main arterial","4-way intersection","On road","Angled collision","Dark","Foggy or cloudy"
"360677",2015,"Jul","Tue",17,"36103","1455",40.76913056,-73.29747778,2,4,"4","0",1,"Local road","Not intersection","On road","Angled collision","Daylight","Precipitation"
"360678",2015,"Aug","Fri",20,"36103","0705",40.76605,-73.00755556,2,3,"3","0",1,"Main arterial","Not intersection","On road","Front collision","Dark","Clear"
"360679",2015,"Jul","Sun",21,"36103","5769",40.82412778,-73.22641667,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360680",2015,"Aug","Fri",18,"36103","2840",40.83616389,-73.45414722,1,1,"1","0",1,"Local road","4-way intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360681",2015,"Sep","Sat",2,"36001","1290",42.69831667,-73.8108,1,1,"1","0",1,"Minor arterial","3-way intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360682",2015,"Jul","Sun",4,"36103","4971",40.91113056,-73.02977778,1,1,"1","0",1,"Minor arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360683",2015,"Jun","Mon",17,"36059","2160",40.65672778,-73.58549722,1,1,"1","1",1,"Main arterial","4-way intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360684",2015,"Aug","Sun",19,"36059","1678",40.72390833,-73.56886944,2,2,"2","0",1,"Main arterial","3-way intersection","On road","Front collision","Dawn or dusk","Clear"
"360685",2015,"Sep","Wed",8,"36067","6010",99.9999,999.9999,1,1,"1","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360686",2015,"Sep","Mon",5,"36059","5842",40.72823333,-73.46593611,2,2,"2","0",1,"Main arterial","3-way intersection","On road","Front collision","Dawn or dusk","Clear"
"360687",2015,"Sep","Mon",11,"36061","4170",40.77810556,-73.96579722,1,1,"1","0",1,"Local road","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360688",2015,"Sep","Mon",5,"36103","3673",40.77025,-73.36971389,1,1,"1","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360689",2015,"Sep","Wed",7,"36055","1160",43.04642222,-77.936825,2,4,"4","0",1,"Collector","Not intersection","On road","Front collision","Daylight","Foggy or cloudy"
"360690",2015,"Sep","Fri",13,"36091","3462",99.9999,999.9999,2,2,"2","0",1,"Interstate","3-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360691",2015,"Jun","Tue",2,"36067","5800",43.07543056,-76.21227778,1,4,"4","0",2,"Interstate","Not intersection","Other location","Non-vehicle collision","Dark","Foggy or cloudy"
"360692",2015,"Sep","Fri",18,"36045","0550",44.00609167,-75.73661111,1,2,"2","0",1,"Collector","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360693",2015,"Sep","Sun",11,"36119","0472",41.21924167,-73.62299167,1,2,"2","0",1,"Minor arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360694",2015,"Sep","Sat",2,"36059","4600",40.7947,-73.46670833,3,3,"3","0",1,"Interstate","Not intersection","On road","Front collision","Dark","Clear"
"360695",2015,"Sep","Sun",17,"36001","0531",42.5358,-74.14518611,1,1,"1","0",1,"Minor arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360696",2015,"Sep","Tue",14,"36027","2000",99.9999,999.9999,2,3,"3","0",2,"Interstate","Not intersection","On road","Front collision","Daylight","Clear"
"360697",2015,"Sep","Wed",11,"36103","5870",41.08388889,-72.39276944,2,4,"4","0",1,"Minor arterial","Not intersection","On road","Front collision","Daylight","Foggy or cloudy"
