"ST_CASE","VEH_NO","MAKE","MODEL","MOD_YEAR","VIN","NUMOCCS","TRAV_SP","DEFORMED","TOWED","DEATHS","SPEEDREL","OWNER","BODY_TYP"
"360889","3","35","43",2015,"999999999999",3,NA,NA,"yes",0,"no","other","4-door sedan"
"360889","4","49","40",2002,"4T1BE32K22U5",2,NA,NA,"yes",0,"no","driver","4-door sedan"
"360889","5","55","402",2010,"KM8JUCAC3AU0",1,0,NA,"no",0,"no","driver","utility vehicle"
"360889","6","99","999",9999,"999999999999",1,0,NA,"no",0,"no",NA,NA
"360890","1","49","40",2003,"JTDBE32K4301",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360890","2","59","34",2015,"JTHCE1BL3FA0",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360891","1","37","32",2005,"JHMCM56435C0",1,110,"disabling","yes",1,"yes","driver","4-door sedan"
"360892","1","7","24",2011,"2B3CL3CG1BH5",3,80,"disabling","yes",2,"yes","driver","4-door sedan"
"360893","1","49","43",1997,"4T1BF12B6VU1",2,NA,NA,"no",1,"no","other","4-door sedan"
"360894","1","82","881",2007,"1FUJA6CK97LY",2,NA,NA,"yes",0,"no","other","truck"
"360894","2","6","441",2002,"2C4GP34362R5",3,NA,"disabling","yes",2,"no","driver","van or bus"
"360895","1","6","51",2005,"2C3JA53G05H6",1,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360896","1","99","999",9999,"999999999999",1,NA,NA,"yes",0,NA,NA,NA
"360897","1","89","881",1995,"4V2SCBPF2SR5",1,NA,NA,"no",0,"no","other","truck"
"360898","1","20","401",2002,"1GNDT13S5222",1,NA,NA,"yes",1,"yes","driver","utility vehicle"
"360899","1","35","50",2007,"3N1BC13E17L3",2,NA,NA,"yes",1,"no","driver","4-door sedan"
"360899","2","59","31",2002,"JTHBF30G9250",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360899","3","32","51",2016,"WAUWGAFC8GN0",1,NA,NA,"no",0,"no","other","4-door sedan"
"360900","1","73","704",1990,"JKAZRFB11LA0",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360901","1","20","4",1968,"194678540864",2,76,"disabling","yes",1,"yes","driver","other car"
"360902","1","87","881",2006,"1XP5DB0XX6N8",1,NA,NA,"yes",0,"no","other","truck"
"360902","2","53","706",2001,"JS1GW71A0121",1,NA,"disabling","yes",1,"yes","other","motorcycle"
"360903","1","20","401",1999,"1GNDT13W8X21",1,NA,NA,"no",0,"no","other","utility vehicle"
"360904","1","20","481",2009,"1GCHK59K89E1",1,NA,NA,"yes",0,"no","other","pickup"
"360904","2","14","6",2005,"2MEHM75W65X6",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360905","1","48","34",2013,"4S3BMBA62D30",2,NA,NA,"yes",0,"no","driver","4-door sedan"
"360906","1","51","881",2007,"4V4LC9KL27N4",1,NA,NA,"yes",1,"yes","other","truck"
"360907","1","23","431",2002,"1GKFK66U52J2",1,NA,"disabling","yes",1,"yes","driver",NA
"360908","1","49","50",2008,"JTKDE1672802",1,NA,"disabling","yes",1,"no","driver","other car"
"360908","2","23","401",2003,"1GKET16S9361",2,NA,NA,"yes",0,"no","driver","utility vehicle"
"360908","3","35","47",2009,"1N4AL24E79C1",1,NA,"disabling","yes",1,"no","driver","other car"
"360909","1","73","706",1999,"JKBVNCA11XB5",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360910","1","59","421",2011,"JTJHY7AX3B40",1,NA,"none","no",0,"no","driver","utility vehicle"
"360911","1","37","739",2002,"999999999999",1,NA,"none","no",1,"no","other","other motorized transport"
"360912","1","34","401",2006,"5UXFA13536LY",3,NA,"disabling","yes",1,"no","other","utility vehicle"
"360912","2","84","881",2003,"1HTXLAST13J0",1,NA,"disabling","yes",0,"no","other","truck"
"360913","1","20","402",2002,"2CNBJ7343269",4,NA,"disabling","yes",1,"no","other","utility vehicle"
"360914","1","45","31",2013,"WP0CB2A94DS1",2,NA,NA,"yes",1,"yes","driver","other car"
"360915","1","7","25",2007,"1B3HB48B57D5",1,NA,NA,"yes",0,"no","driver",NA
"360916","1","37","32",2000,"1HGCG1643YA0",2,75,"disabling","yes",1,"yes","driver","4-door sedan"
"360917","1","34","34",2006,"WBABV134X6JT",1,NA,NA,"yes",0,"no","driver","other car"
"360918","1","20","422",2004,"1GNFK16Z04J1",2,NA,NA,"yes",0,"no","driver","utility vehicle"
"360919","1","20","22",2010,"1G1AD5F56A72",2,NA,NA,"yes",1,"yes",NA,"4-door sedan"
"360920","1","99","999",9999,"999999999999",1,NA,NA,"no",0,NA,NA,NA
"360921","1","73","705",2006,"JKBZXJD126A0",1,NA,"disabling","yes",1,"no","other","motorcycle"
"360921","2","42","401",2015,"4JGDA5HBXFA5",2,NA,NA,"yes",0,"no","driver","utility vehicle"
"360922","1","20","2",2005,"2G1WF52E5593",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360923","1","49","40",9999,"999999999999",1,NA,NA,"no",0,"no",NA,"4-door sedan"
"360924","1","12","17",2004,"1FAFP56S74G1",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360924","2","98","981",2011,"4RKYL82U1B40",2,NA,NA,"no",0,"no","other","van or bus"
"360925","1","20","37",2012,"1G1ZB5E02CF3",1,NA,NA,"yes",1,"no","other","4-door sedan"
"360926","1","6","441",2005,"2C4GP64L35R2",1,NA,NA,"no",0,"no","driver","van or bus"
"360927","1","23","481",2009,"1GTEK19C59Z2",2,NA,"disabling","yes",1,"yes","driver","pickup"
"360928","1","48","47",2015,"JF1VA1G69F98",2,45,NA,"yes",0,"no","driver","4-door sedan"
"360929","1","58","37",2012,"JN1DV6AR5CM8",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360930","1","30","40",2014,"3VWD17AJ5EM3",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360931","1","35","47",2011,"1N4AL2AP4BN4",1,NA,"disabling","yes",0,"yes","driver","4-door sedan"
"360931","2","12","24",2008,"2FMDK48C98BB",2,NA,NA,"yes",0,"no","other","other car"
"360931","3","20","34",1991,"2C1MR6462M67",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360932","1","20","37",2004,"1G1ZT54874F1",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360933","1","59","403",2015,"2T2BK1BA3FC2",3,NA,NA,"yes",0,"no","driver","utility vehicle"
"360933","2","73","705",2005,"JKBZXJC145A0",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360934","1","37","31",2014,"19XFB2F54EE2",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360934","2","87","883",2013,"2NP2HN6X1DM1",1,NA,NA,"yes",0,"no","other","truck"
"360935","1","7","472",1996,"1B7FL26X5TS6",1,NA,"disabling","yes",1,"yes","driver","pickup"
"360936","1","59","401",2003,"JTJHF10U5302",2,NA,NA,"yes",0,"no","other","utility vehicle"
"360936","2","12","37",2001,"1FAHP363X1W2",1,NA,NA,"yes",1,"no","other","other car"
"360936","3","20","399",2015,"999999999999",2,NA,NA,"yes",0,"no","other","other car"
"360937","1","98","981",2015,"5FYD8FV01FB0",1,NA,NA,"no",0,"no","other","van or bus"
"360938","1","37","402",2010,"5J6RE4H54AL0",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360939","1","12","402",2008,"1FMCU94148KA",1,NA,"disabling","yes",1,"no","driver","utility vehicle"
"360940","1","54","40",2012,"2HNYB1H42CH5",1,NA,"disabling","yes",1,"yes","other",NA
"360940","2","85","881",2005,"1XKWDB0X65J1",1,NA,"disabling","yes",0,"no","other","truck"
"360941","1","12","422",2011,"1FMJK2A50BEF",1,NA,NA,"no",0,"no","driver","utility vehicle"
"360942","1","12","402",2014,"1FMCU9G98EUC",1,NA,"none","no",0,"no","driver","utility vehicle"
"360943","1","23","401",2005,"1GKDT13S5521",1,NA,NA,"yes",1,"yes","other","utility vehicle"
"360944","1","12","481",2004,"1FTPX14574FA",1,NA,NA,"yes",1,"no","driver","pickup"
"360945","1","84","881",2000,"2HSCHAMR9YC0",2,NA,NA,"no",0,"no","driver","truck"
"360945","2","63","32",2012,"KNADN5A30C60",2,NA,NA,"yes",1,"no","other","4-door sedan"
"360946","1","55","33",2009,"5NPET46C39H4",3,NA,NA,"yes",0,"no","driver","4-door sedan"
"360947","1","12","481",2002,"1FTRX18L72NB",1,NA,NA,"yes",1,"yes","driver","pickup"
"360948","1","49","50",2006,"JTKDE1773600",1,NA,NA,"yes",0,"no","driver","other car"
"360948","2","30","40",2006,"3VWSF81K36M6",1,NA,"disabling","yes",1,"no","other","4-door sedan"
"360948","3","82","881",2015,"1FUJGEDV2FLG",1,NA,NA,"yes",0,"no","other","truck"
"360949","1","72","706",2010,"1HD1GP414AC3",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360950","1","73","706",2006,"JKBZXNA136A0",1,NA,"disabling","yes",1,"yes","other","motorcycle"
"360951","1","82","881",2002,"1FUJBBCG32LG",1,NA,NA,"yes",0,"no","other","truck"
"360951","2","37","32",2008,"1HGCP26358A1",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360952","1","55","35",2002,"KMHDN45D02U4",1,NA,NA,"yes",1,"yes","other","4-door sedan"
"360953","1","12","461",2013,"1FMNE1BW3DDA",1,NA,NA,"yes",0,"no","other","van or bus"
"360954","1","12","401",1998,"1FMYU24E5WUC",5,NA,"disabling","yes",1,"no","other","utility vehicle"
"360955","1","20","473",2015,"1GCGTCE37F11",1,NA,NA,"yes",0,"no","driver","pickup"
"360956","1","12","3",2000,"1FAFP4041YF1",1,NA,"disabling","yes",1,"no","other","other car"
"360956","2","98","804",2015,"5KKXAFCG2FPG",1,NA,NA,"yes",0,"no","other","truck"
"360957","1","49","422",2008,"5TDBY68A58S0",3,NA,NA,"yes",0,"no","driver","utility vehicle"
"360957","2","37","31",1999,"1HGEJ8147XL0",1,NA,NA,"yes",1,"yes","other","other car"
"360958","1","37","32",2013,"1HGCR2F3XDA0",1,NA,NA,"yes",1,"yes","driver","4-door sedan"
"360959","1","55","37",2003,"KMHHN65F63U0",4,80,"disabling","yes",1,"yes","other","other car"
"360960","1","12","401",2000,"1FMYU70E5YUA",2,NA,NA,"no",0,"no","driver","utility vehicle"
"360961","1","55","35",2016,"KMHDH4AE8GU6",1,NA,NA,"no",0,"no","other","4-door sedan"
"360962","1","63","34",2011,"KNAGM4A76B51",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360963","1","72","709",1972,"2A39095H2",1,NA,"disabling","yes",1,"no","driver","motorcycle"
"360963","2","30","40",2010,"3VWRX7AJ0AM0",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360964","1","20","9",2012,"2G1FB1E32C91",1,NA,NA,"no",0,"no","other","other car"
"360965","1","14","17",2004,"1MEFM55S54A6",2,55,"disabling","yes",1,"no","driver","4-door sedan"
"360965","2","12","462",2016,"1FDFE4FS0GDC",6,50,"disabling","yes",0,"no","other","van or bus"
"360966","1","20","481",2014,"3GCUKREC0EG3",1,NA,"none","no",0,"no","driver","pickup"
"360967","1","12","481",2002,"1FTRX18L62KE",1,30,NA,"no",0,"no","driver","pickup"
"360968","1","49","402",2012,"2T3DK4DV4CW0",1,NA,NA,"yes",0,"no","other","utility vehicle"
"360968","2","48","34",2015,"4S3BNAC63F30",1,NA,"none","no",0,"no","driver","4-door sedan"
"360969","1","49","40",1997,"4T1BG22K4VU1",1,65,"disabling","yes",1,"no","other","4-door sedan"
"360970","1","49","402",1998,"JT3HP10V0W01",1,NA,NA,"yes",1,"no","driver","utility vehicle"
"360970","2","41","51",2008,"JM1BK32G3811",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360971","1","45","41",2014,"WP0AB2A82EK1",2,NA,"disabling","yes",1,"yes","driver","other car"
"360972","1","49","32",2007,"2T1BR32E47C7",2,35,NA,"yes",0,"no","other","4-door sedan"
"360973","1","98","882",2009,"1CYCCK48X9T0",1,NA,"none","no",0,"no","other","truck"
"360974","1","24","1",1999,"1G8ZK5278XZ1",1,NA,"disabling","yes",1,"yes","other","4-door sedan"
"360975","1","7","482",2009,"1D3HV18T59S7",1,NA,NA,"yes",1,"yes","other","pickup"
"360976","1","86","881",2009,"1M2AX09C69M0",1,55,NA,"no",0,"no","other","truck"
"360976","2","20","404",2013,"2GNFLCEK6D63",1,10,"disabling","yes",1,"no","driver","utility vehicle"
"360977","1","6","52",2003,"3C4FY58B03T6",1,NA,NA,"yes",1,"yes","other","other car"
"360978","1","20","481",2015,"1GCVKREC5FZ4",1,NA,NA,"yes",0,"no","driver","pickup"
"360978","2","73","705",2009,"JKAEXEC199DA",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360979","1","12","461",2005,"1FTNE24W45HA",1,NA,NA,"yes",0,"no","other","van or bus"
"360980","1","37","31",2015,"19XFB2F55FE2",2,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360980","2","86","881",1999,"1M2P267Y4XM0",1,NA,NA,"no",0,"no","other","truck"
"360981","1","99","999",9999,"999999999999",1,NA,NA,"no",0,"no",NA,NA
"360981","2","99","999",9999,"999999999999",1,NA,NA,"no",0,"no",NA,NA
"360982","1","12","402",2006,"999999999999",1,NA,"none","yes",0,"no","other","utility vehicle"
"360983","1","2","407",2015,"1C4NJRFB4FD3",4,NA,NA,"yes",1,"no","other","utility vehicle"
"360983","2","7","442",2015,"2C4RDGBG9FR6",2,NA,NA,"yes",0,"no","driver","van or bus"
"360983","3","7","21",2006,"2D4GZ57226H4",1,0,NA,"yes",0,"no","driver","other car"
"360984","1","7","482",2002,"3D7HU18N72G1",1,NA,NA,"yes",1,"no","driver","pickup"
"360985","1","34","34",2007,"WBAWV53577P0",2,NA,"disabling","yes",2,"yes","driver","other car"
"360985","2","86","881",1998,"1M2P267C9WM0",1,20,"disabling","yes",0,"no","other","truck"
"360986","1","76","706",2012,"JYARN17E0CA0",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360987","1","2","1",2012,"1C4NJDBB4CD6",1,NA,NA,"yes",1,"no","driver","other car"
"360988","1","6","54",2006,"2A4GF68446R6",1,NA,NA,"yes",0,"no","other","other car"
"360989","1","35","43",2010,"3N1AB6AP7AL6",2,86,NA,"yes",1,"yes","other","4-door sedan"
"360990","1","49","403",2015,"5TDJKRFH5FS0",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360991","1","42","401",2014,"4JGDA5HBXEA3",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360991","2","2","404",2008,"1J8GR48K18C1",1,NA,NA,"yes",1,"no","driver","utility vehicle"
"360992","1","82","881",2006,"1FUJBBCK36LW",1,NA,NA,"yes",0,"no","other","truck"
"360992","2","63","34",2011,"KNAGR4A64B51",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360993","1","23","423",2014,"1GKKVRKDXEJ1",1,NA,"disabling","yes",1,"no","other","utility vehicle"
"360993","2","87","881",2012,"1XPXD49X8CD1",1,NA,NA,"yes",0,"no","other","truck"
"360994","1","22","9",1997,"2G2FS22KXV22",1,NA,NA,"yes",0,"no","driver","other car"
"360994","2","49","40",2002,"4T1BE30K82U6",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360995","1","49","401",2015,"JTEBU5JR9F52",3,NA,NA,"no",0,"no","other","utility vehicle"
"360995","2","99","999",9999,"999999999999",1,NA,NA,"no",0,"no",NA,NA
"360995","3","12","16",2005,"2FAHP71W25X1",2,NA,NA,"yes",0,"no","other","4-door sedan"
"360996","1","49","32",1990,"2T1AE94A8LC0",3,NA,NA,"yes",1,"no","other","4-door sedan"
"360996","2","55","402",2015,"KM8JTCAF0FU0",3,NA,NA,"yes",0,"no","driver","utility vehicle"
"360997","1","41","51",2014,"JM1BM1W79E11",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360998","1","6","442",2000,"1C4GJ44R4YB6",1,NA,NA,"yes",0,"no","driver","van or bus"
"360999","1","69","38",2008,"ZHWBU37S98LA",1,NA,"disabling","yes",1,"yes","driver","other car"
"361000","1","12","16",2004,"2FAFP74W84X1",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"361001","1","37","31",1995,"1HGEG8555SL0",1,NA,NA,NA,1,"no","other","4-door sedan"
"361001","2","20","403",2008,"1GNDT13S3822",1,NA,NA,NA,0,"no","other","utility vehicle"
"361002","1","49","32",2010,"JTDBU4EE5A91",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"361002","2","32","43",2007,"WAUDF78E07A0",1,NA,NA,"yes",0,"no","other","4-door sedan"
"361003","1","30","46",2009,"WVWXK73C69E0",1,NA,NA,"no",0,"no","other","4-door sedan"
"361004","1","99","999",9999,"999999999999",1,NA,NA,"no",0,"no",NA,NA
"361005","1","7","25",2007,"1B3HB48B37D5",1,NA,"none","yes",0,"no","other",NA
"361005","2","14","17",1995,"1MELM50U4SA6",3,NA,"none","yes",0,"no","other","4-door sedan"
"361006","1","20","403",2003,"1GNDT13S2322",1,NA,NA,"yes",1,"no","driver","utility vehicle"
"361007","1","49","40",2007,"4T1BE46K57U6",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"361008","1","14","401",2008,"4M2EU48E78UJ",2,0,NA,"yes",0,"no","driver","utility vehicle"
"361008","2","42","31",1987,"WDBEB93D0HF0",1,NA,NA,"yes",1,"yes","driver","4-door sedan"
"361008","3","49","403",2015,"5TDJKRFH1FS2",1,0,NA,"yes",0,"no","other","utility vehicle"
"361009","1","20","2",2003,"2G1WH52K7391",1,NA,NA,"yes",0,"yes","other","4-door sedan"
"361010","1","35","47",2010,"3N1AB6AP9AL7",2,NA,NA,"no",0,"no","other","4-door sedan"
"361010","2","32","43",2011,"WAUBFAFL0BN0",3,NA,NA,"no",0,"no","driver","4-door sedan"
"361011","1","99","999",9999,"999999999999",1,NA,NA,"no",0,NA,NA,NA
"361012","1","99","999",9999,"999999999999",1,NA,NA,NA,0,"no",NA,NA
"361012","2","35","47",2007,"1N4AL21E87N4",1,NA,"none","no",0,"no","other","4-door sedan"
"361013","1","14","401",2003,"4M2DU86W33ZJ",1,NA,"disabling","yes",0,"no","other","utility vehicle"
"361014","1","12","481",2014,"1FTFW1EF1EFC",1,NA,NA,"yes",1,"no","other","pickup"
"361015","1","20","22",2006,"1G1AL58F9677",1,96,"disabling","yes",1,"yes","driver","4-door sedan"
"361016","1","20","401",2002,"1GNDT13SX223",4,NA,NA,"no",0,"no","driver","utility vehicle"
"361017","1","18","22",2007,"2G4WC5827712",1,NA,NA,"no",0,"no","driver","4-door sedan"
"361018","1","49","32",2012,"2T1BU4EE5CC8",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"361019","1","20","461",2013,"999999999999",1,NA,NA,"no",0,"no","other","van or bus"
"361020","1","12","17",2000,"1FAFP56S7YA1",1,60,"disabling","yes",1,"yes","other","4-door sedan"
"361020","2","35","43",2013,"3N1AB7APXDL6",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"361021","1","37","31",1993,"JHMEG8541PS0",1,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"361021","2","2","422",2015,"1C4RJFBGXFC8",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"361022","1","55","441",2007,"KNDMC2332760",2,NA,NA,"yes",1,NA,NA,"van or bus"
"361023","1","20","443",1999,"1GNDX03E7XD2",1,NA,"disabling","yes",0,"no","driver","van or bus"
"361023","2","53","705",2004,"JS1GN7CAX421",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"361024","1","23","481",2015,"1GKS2JKJ2FR7",1,NA,NA,"yes",0,"no","driver","pickup"
"361025","1","12","481",2013,"999999999999",1,64,"disabling","yes",1,"yes",NA,"pickup"
"361026","1","34","34",2013,"999999999999",1,NA,NA,"yes",0,"no",NA,"4-door sedan"
"361026","2","35","51",2009,"JN8AS58VX9W1",6,NA,"disabling","yes",1,"no","driver","other car"
"361027","1","49","40",2001,"JT2BF22K3102",1,NA,NA,"yes",0,"no","other","4-door sedan"
"361028","1","12","37",2009,"1G1ZJ57B4942",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"361028","2","35","43",2006,"3N1CB51D16L6",0,0,NA,"yes",0,NA,NA,"4-door sedan"
"361029","1","24","7",2007,"1G8AM15FX7Z1",2,NA,NA,"yes",1,"yes","other","4-door sedan"
"361029","2","49","422",2002,"5TDBT44A12S1",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"361030","1","2","404",2014,"1C4RJFBG9EC5",1,NA,"none","no",0,"no","driver","utility vehicle"
"361031","1","34","34",2002,"WBAEU33422PF",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"361031","2","55","41",2010,"KMHHT6KD4AU0",2,NA,"disabling","yes",0,"yes","other","4-door sedan"
"361031","3","7","442",2003,"2D4GP44363R2",2,NA,NA,"yes",1,"no","driver","van or bus"
"361032","1","23","461",2008,"1GTFH1548812",1,NA,NA,"yes",0,"no","other","van or bus"
"361033","1","20","16",2001,"1G1JF12T2171",1,NA,"disabling","yes",1,"yes","other","other car"
"361034","1","37","402",2009,"5J6RE48759L0",6,NA,"disabling","yes",2,"no","other","utility vehicle"
"361034","2","48","45",2013,"4S4BRBGC0D33",1,NA,"disabling","yes",0,"no","driver","other car"
"361035","1","49","402",2015,"2T3DFREV2FW2",2,NA,NA,"yes",1,"yes","driver","utility vehicle"
"361036","1","23","421",2016,"999999999999",1,NA,NA,"yes",0,"no","other","utility vehicle"
"361036","2","7","442",2012,"2C4RDGBGXCR3",2,NA,NA,"yes",1,"no","other","van or bus"
"361037","1","53","709",1986,"999999999999",2,NA,NA,"yes",1,"yes",NA,"motorcycle"
"361037","2","2","403",2014,"1C4GJWBG7EL2",2,NA,NA,"yes",0,"no","driver","utility vehicle"
"361038","1","37","421",2011,"5FNYF4H27BB0",2,NA,NA,"yes",0,"yes","other","utility vehicle"
"361039","1","34","402",2014,"5UXWX9C52E0D",1,NA,NA,"no",0,"no","other","utility vehicle"
"361040","1","37","441",2004,"5FNRL18674B1",1,NA,"none","no",0,"no","driver","van or bus"
"361041","1","23","401",2006,"1GKET63M3622",1,NA,"none","no",0,"no","driver","utility vehicle"
"361042","1","49","403",2015,"5TDJKRFH8FS1",1,NA,"none","no",0,"no","other","utility vehicle"
"361043","1","35","43",2006,"3N1CB51DX6L5",2,NA,NA,"yes",0,"yes","driver","4-door sedan"
"361044","1","49","40",2012,"4T1BF1FK5CU6",2,NA,NA,"yes",0,"no","driver","4-door sedan"
"361045","1","49","422",2013,"5TDDY5G18DS0",1,NA,"none","no",0,"no","driver","utility vehicle"
"361046","1","20","37",2007,"1G1ZS58F07F2",5,NA,"disabling","yes",3,"no","other","4-door sedan"
"361046","2","82","881",2006,"1FUJA6CK46LV",1,NA,"disabling","yes",0,"yes","other","truck"
"361047","1","37","32",2002,"1HGCG16532A0",5,41,"disabling","yes",4,"yes","other","4-door sedan"
"361048","1","7","27",2011,"3D4PH3FG4BT5",1,NA,NA,"yes",0,"no","driver","other car"
"361049","1","51","41",1995,"YV1KS9615S10",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"361049","2","37","441",2014,"5FNRL5H43EB0",1,NA,NA,"yes",0,"no","driver","van or bus"
"361050","1","6","441",2005,"2C4GP54L15R1",2,NA,"disabling","yes",2,"no","driver","van or bus"
"361050","2","82","881",2015,"3ALXFB002FDG",1,NA,NA,"yes",0,"no","other","truck"
"361051","1","6","43",2003,"1C3EL46X23N5",1,NA,NA,"no",0,"no","driver","4-door sedan"
"361052","1","12","401",2015,"1FM5K8F87FGA",1,NA,"none","no",0,"no","driver","utility vehicle"
"361053","1","72","706",2014,"1HD1HHH12EC8",1,NA,NA,"yes",1,"no","driver","motorcycle"
"361053","2","30","47",2000,"3VWCC21C2YM4",1,NA,NA,"no",0,"no","other","other car"
"361054","1","7","472",2004,"1D7GG16K34S7",1,NA,NA,"yes",1,"no","driver","pickup"
"361055","1","55","41",2014,"KMHGC4DD1EU2",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"361056","1","35","43",2014,"3N1AB7AP0EY2",1,NA,NA,"yes",1,"yes","driver","4-door sedan"
"361057","1","48","34",2005,"4S4BP86C7543",1,NA,"disabling","yes",1,"no","driver","other car"
"361058","1","63","402",2013,"5XYKUDA27DG3",1,NA,NA,"no",0,"no","driver","utility vehicle"
"361059","1","7","461",1997,"2B6HB21X3VK5",2,NA,NA,"yes",1,"yes","other","van or bus"
"361059","2","55","33",2011,"5NPEB4AC6BH0",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"361060","1","20","481",2010,"1GCSKPE38AZ2",1,NA,NA,"yes",1,"no","driver","pickup"
"361060","2","49","482",2008,"5TFMV52178X0",1,NA,NA,"yes",0,"no","other","pickup"
"361061","1","35","399",2006,"999999999999",1,NA,NA,"yes",1,"yes","driver","4-door sedan"
"361062","1","34","34",2005,"WBAEW53465PN",1,NA,NA,"yes",1,"no","other","4-door sedan"
"361063","1","14","6",1997,"2MELM75W1VX6",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"361064","1","37","32",2009,"1HGCP26439A0",2,NA,NA,"yes",0,"no","driver","4-door sedan"
"361064","2","72","706",1995,"1HD4CAM1XSY2",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"361065","1","34","34",2006,"WBSBL93466PN",1,NA,NA,"yes",0,"no","driver","other car"
"361065","2","76","702",1987,"JYA2HG005HA0",1,NA,"disabling","yes",1,"no",NA,"motorcycle"
